character,record_type,record_subtype,name,activation_requirement,stack_limit,cp_cost,die_face,rules_text,character_form,potion_slot_limit,summon_cost,companion_limit,unearth_corpse_value,companion_activation_limit,ace_charge_slot_limit
Storm,Hero Board Ability,Offensive Ability,Thunderstorm,[wind] ×2 + [rain] ×3,,,,Gain 2 Lightning. Deal 7 dmg. Charged Effect: gain 2 Tornado.,All Forms,,,,,,
Storm,Hero Board Ability,Offensive Ability,Opposites Attract,[wind] ×3 + [cyclone] ×2,,,,"Gain 3 Tornado. Roll 2 [dice]. Deal dmg equal to the total roll value. Charged Effect: after rolling, you may re-roll one or both of these dice.",All Forms,,,,,,
Storm,Hero Board Ability,Offensive Ability,Gust,Small Straight / Large Straight,,,,SMALL STRAIGHT — Gain Wind Shear. Deal 6 dmg. Charged Effect: gain Tornado. LARGE STRAIGHT — Gain Wind Shear. Deal 8 dmg. Charged Effect: gain 2 Tornado.,All Forms,,,,,,
Storm,Hero Board Ability,Offensive Ability,Blizzard,[cyclone] ×4,,,,Gain 3 Tornado. Deal 8 dmg. Charged Effect: this Attack becomes undefendable.,All Forms,,,,,,
Storm,Hero Board Ability,Offensive Ability,Maelstrom,Largest Straight,,,,"Deal 10 dmg. Place Lightning on up to 4 different Offensive Abilities, excluding this one. Charged Effect: gain 1 CP & draw 1 card.",All Forms,,,,,,
Storm,Hero Board Ability,Defensive Ability,Tempestuous,Defense Roll 5 [dice],,,,"On [wind] ×3, gain Tornado. On [rain] ×2, prevent 2 dmg. On [cyclone], gain Lightning.",All Forms,,,,,,
Storm,Hero Board Ability,Ultimate Ability,Tempest!,[cyclone] ×5,,,,"Gain 2 Tornado & Wind Shear. Deal 12 dmg. Charged Effect: gain 2 additional Tornado and add 2 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Storm,Unique Card,Hero Upgrade,Gust II,Small Straight / Large Straight,,2,,SMALL STRAIGHT — Gain Wind Shear. Deal 7 dmg. Charged Effect: gain Tornado. LARGE STRAIGHT — Gain Tornado & Wind Shear. Deal 9 dmg. Charged Effect: gain 2 Tornado.,All Forms,,,,,,
Storm,Unique Card,Roll Phase Action,Lightning Strike!,,,0,,"If the ability you are activating is not already Charged, activate its Charged Effect.",All Forms,,,,,,
Storm,Unique Card,Roll Phase Action,Raging Winds!,,,2,,Remove Tornado to double the effect of the next Wind Shear you spend this turn.,All Forms,,,,,,
Storm,Unique Card,Main Phase Action,Twister!,,,1,,Gain 3 Tornado.,All Forms,,,,,,
Storm,Unique Card,Main Phase Action,Dynamic Nature!,,,0,,"Remove one Lightning and roll 3 [dice]: Gain 1 CP × [wind]. On [rain], draw 1 card. On [cyclone], gain Wind Shear.",All Forms,,,,,,
Storm,Unique Card,Main Phase Action,Uncanny!,,,1,,Charge your Maelstrom and Tempest abilities.,All Forms,,,,,,
Storm,Unique Card,Hero Upgrade,Blizzard II / Drizzle,Blizzard II: [cyclone] ×4; Drizzle: [cyclone] ×3,,2,,BLIZZARD II — Gain 3 Tornado. Deal 7 undefendable dmg. Charged Effect: add 3 dmg. DRIZZLE — Gain 3 Tornado and 3 Lightning.,All Forms,,,,,,
Storm,Unique Card,Hero Upgrade,Thunderstorm II / Static,Thunderstorm II: [wind] ×2 + [rain] ×3; Static: [wind] ×3 + [rain] ×2,,2,,"THUNDERSTORM II — Gain 3 Lightning. Deal 7 dmg. Charged Effect: gain 3 Tornado. STATIC — Gain Wind Shear, Tornado, & 3 Lightning.",All Forms,,,,,,
Storm,Unique Card,Main Phase Action,Atmokinesis!,,,0,,"Roll 1 [die]: On [cyclone], gain Tornado and 3 Lightning. On any other outcome, draw 1 card.",All Forms,,,,,,
Storm,Unique Card,Hero Upgrade,Light It Up II,[wind] + [rain] ×2 + [cyclone],,2,,"Gain Lightning & Tornado. Roll 5 [dice]: Gain 1 × [wind] Lightning. For every [rain] ×2, gain Tornado. Gain 1 × [cyclone] Lightning. Charged Effect: gain Wind Shear.",All Forms,,,,,,
Storm,Unique Card,Roll Phase Action,Super Tornado!,,,1,,Remove 3 Tornado to gain five of your opponent's dice for the duration of your Offensive Roll Phase.,All Forms,,,,,,
Storm,Unique Card,Roll Phase Action,My Tip-It!,,,1,,Increase or decrease any one of your dice by the value of 1. A value of 1 cannot be decreased and a value of 6 cannot be increased. Cannot result in a 6.,All Forms,,,,,,
Storm,Unique Card,Roll Phase Action,Tsunami!,,,1,,You may re-roll up to three dice. They can be the same die or different dice in any order.,All Forms,,,,,,
Storm,Unique Card,Roll Phase Action (Attack Modifier),Gale Force!,,,1,,"Roll 4 [dice]: Add 1 × [wind] dmg. On [cyclone], gain Tornado.",All Forms,,,,,,
Storm,Unique Card,Hero Upgrade,Opposites Attract II / Forceful,Opposites Attract II: [wind] ×3 + [cyclone] ×2; Forceful: [wind] ×2 + [cyclone] ×2,,2,,"OPPOSITES ATTRACT II — Gain 4 Tornado. Roll 2 [dice]. Deal dmg equal to the total roll value. Charged Effect: after rolling, you may re-roll one or both of these dice. FORCEFUL — Gain Tornado. Deal 4 undefendable dmg.",All Forms,,,,,,
Psylocke,Character Die,Special Die,Manifest Die,,,,,"This special colored die can be used to help you activate Offensive Abilities or boost your Attack dmg (counts as an Attack Modifier). Reference your Passive Ability, MANIFEST, for additional instructions. The die cannot be altered in any way except by a card or ability that specifically mentions “Manifest die.” However, when it is swapped with one of your other dice to activate an ability, this Manifest die is now treated as if it is one of your 5 normal dice (and therefore can be altered).",All Forms,,,,,,
Psylocke,Status Effect,Negative Status Effect,Paralyze,,1,,,"Prevent opponent from gaining/inflicting status effects: A player afflicted with this token cannot gain or inflict any status effects associated with any of their Offensive Abilities (all other effects of the ability still apply). When a player with this token concludes their Roll Phase, remove it.",All Forms,,,,,,
Psylocke,Status Effect,Positive Status Effect,Agility,,2,,,"Spend & roll 1–3 to avoid ½ damage: When a player with this token receives damage, they may spend it and roll 1 [die]. If the outcome is 1–3, prevent ½ incoming damage (rounded up).",All Forms,,,,,,
Psylocke,Status Effect,Positive Status Effect,Infiltration,,2,,,Alter a player’s defense die: A player with this token may spend it and then choose a die rolled by any player (including themselves) during their Defensive Roll Attempt. The chosen die must be re-rolled.,All Forms,,,,,,
Psylocke,Character Die,Die Symbol,Blade,,,,1; 2,Blade.,All Forms,,,,,,
Psylocke,Character Die,Die Symbol,Psi,,,,3; 4,Psi.,All Forms,,,,,,
Psylocke,Character Die,Die Symbol,Mind,,,,5,Mind.,All Forms,,,,,,
Psylocke,Character Die,Die Symbol,Starlight,,,,6,Starlight.,All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Lunge,[blade] ×3 / [blade] ×4 / [blade] ×5,,,,[blade] ×3: Deal 5 dmg. [blade] ×4: Deal 6 dmg. [blade] ×5: Deal 7 dmg.,All Forms,,,,,,
Psylocke,Hero Board Ability,Passive Ability,Manifest,Passive; first Roll Attempt during Offensive Roll Phase,,,,Roll the Manifest die as a part of your first Roll Attempt during your Offensive Roll Phase and then place it here. It can be used to increase your Attack dmg by ½ of the roll value (rounded up) — or — replace a die used during your Offensive Roll Phase.,All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Devise,[blade] + [psi] + [mind] + [starlight],,,,"Deal 3 undefendable dmg. If you did not use the Manifest die to activate this ability, gain 1 CP.",All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Parry,[blade] ×2 + [psi] ×2 + [starlight],,,,Gain Agility. Deal 7 dmg.,All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Stealth,Small Straight / Large Straight,,,,Small Straight: Gain Infiltration. Deal 6 dmg. Large Straight: Inflict Paralyze. Deal 8 dmg.,All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Paralysis,[blade] ×2 + [mind] ×2,,,,Inflict Paralyze. Deal 6 dmg.,All Forms,,,,,,
Psylocke,Hero Board Ability,Offensive Ability,Blade Dance,[starlight] ×4,,,,Gain Agility & Infiltration. Deal 6 undefendable dmg.,All Forms,,,,,,
Psylocke,Hero Board Ability,Defensive Ability,Clandestine,Defense Roll 3 [dice],,,,"Deal 1 × [blade] dmg. On [blade] + [mind], draw 1 card. On [blade] + [starlight], gain Agility.",All Forms,,,,,,
Psylocke,Hero Board Ability,Ultimate Ability,Otherworlder!,[starlight] ×5,,,,"Gain Agility. Inflict Paralyze. Deal 11 dmg. ULTIMATE — Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Psylocke,Unique Card,Roll Phase Action,Forced!,,,1,,"If an opponent afflicted with Paralyze would have gained a Positive Status Effect as a result of activating an Offensive Ability, you gain it instead. If more than one, you choose which one to gain.",All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Stealth II,Small Straight / Large Straight,,2,,Small Straight: Gain 2 Infiltration. Deal 6 dmg. Large Straight: Inflict Paralyze. Deal 9 dmg.,All Forms,,,,,,
Psylocke,Unique Card,Main Phase Action,Shattered!,,,1,,Deal 2 as an isolated source of undefendable dmg to an opponent that is afflicted with Paralyze.,All Forms,,,,,,
Psylocke,Unique Card,Roll Phase Action,Strong Will!,,,1,,Play only after being Attacked. You may remove one Agility token to prevent ½ incoming damage (rounded up).,All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Clandestine II,Defense Roll 3 [dice],,2,,"Deal 2 × [blade] dmg. On [blade] + [mind], draw 1 card. On [blade] + [starlight], gain Agility.",All Forms,,,,,,
Psylocke,Unique Card,Roll Phase Action,Construct!,,,0,,"If you have not yet used your Manifest die this turn, re-roll it.",All Forms,,,,,,
Psylocke,Unique Card,Main Phase Action,Deft Maneuver!,,,0,,Choose an opponent and examine their hand.,All Forms,,,,,,
Psylocke,Unique Card,Instant Action,Backflip!,,,1,,"Gain Agility and roll 1 [die]: On [psi], gain 1 CP. On [mind], draw 1 card. On [starlight], gain 1 additional Agility.",All Forms,,,,,,
Psylocke,Unique Card,Roll Phase Action,Mind Altering!,,,1,,"If you use the Manifest die to increase your Attack damage, heal for the same amount.",All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Blade Dance II / Girded,Blade Dance II: [starlight] ×4; Girded: [starlight] ×3,,2,,BLADE DANCE II — Gain 2 Agility & 2 Infiltration. Deal 6 undefendable dmg. GIRDED — Gain Agility. Deal 2 undefendable dmg.,All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Devise II / Strong Shield,Devise II: [blade] + [psi] + [mind] + [starlight]; Strong Shield: [psi] ×3,,2,,"DEVISE II — Deal 4 undefendable dmg. If you did not use the Manifest die to activate this ability, gain 1 CP. STRONG SHIELD — Gain 2 Infiltration & 2 Agility.",All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Parry II,[blade] ×2 + [psi] ×2 + [starlight],,2,,Gain 2 Agility. Deal 7 dmg.,All Forms,,,,,,
Psylocke,Unique Card,Roll Phase Action (Attack Modifier),Barrage!,,,1,,Roll 3 [dice]. Add 2 × [blade] dmg.,All Forms,,,,,,
Psylocke,Unique Card,Main Phase Action,Depths of the Mind!,,,0,,"Roll 1 [die]: On [starlight], gain 2 Infiltration and 2 Agility. On any other outcome, draw 1 card.",All Forms,,,,,,
Psylocke,Unique Card,Hero Upgrade,Paralysis II / Immobile,Paralysis II: [blade] ×2 + [mind] ×2; Immobile: [psi] + [mind] ×2,,2,,PARALYSIS II — Inflict Paralyze. Deal 7 dmg. IMMOBILE — Gain Agility & Infiltration. Deal 4 dmg.,All Forms,,,,,,
Iceman,Status Effect,Negative Status Effect,Dice Cube,,2,,,"Lowest value die cannot be re-rolled: A player afflicted with this token cannot alter the lowest value die from their first Roll Attempt during their Offensive Roll Phase. If at Stack Limit, this affects the two lowest value dice rolled (instead of one). At the conclusion of the Roll Phase, remove these tokens (even if an Ability wasn't activated successfully).",All Forms,,,,,,
Iceman,Status Effect,Positive Status Effect,Ice Shard,,5,,,Boost abilities or spend to gain Glide: You may spend 5 Ice Shards at any time to gain Glide.,All Forms,,,,,,
Iceman,Status Effect,Unique Status Effect,Glide,,1,,,"Activate a second ability during your turn: If your Offensive Roll Phase resulted in an ability that has a Glide Path, you may spend this token at the conclusion of your opponent's Defensive Roll Phase. If spent, follow the Glide Path to immediately activate an additional Offensive Ability targeting the same opponent (without needing to satisfy the roll objective). This token can only be spent once per turn and cannot be removed or transferred by any means.",All Forms,,,,,,
Iceman,Character Mechanic,Rules Reference,Glide Path,,,,,"This arrow (referred to as a ""Glide Path"") allows a Glide token to be spent to activate a second ability marked by the other end of the arrow (e.g. Hail the King to Thawsome, Frostbite to Everybody Chill, etc.).",All Forms,,,,,,
Iceman,Character Mechanic,Storage Card,The Freezer,,,,,"Store up to 5 Ice Shard and 1 Glide on this card. When a card or ability says ""Store,"" take the specified number of tokens from your leaflet and place them on the front of this card. If more than 5 Ice Shard would be stored here, you may immediately remove 5 of them to Store 1 Glide instead (plus any remaining Ice Shards). Tokens stored here are not ""in play"" (i.e. they do not count toward your Stack Limit and cannot be interacted with, except as a result of cards or abilities that reference The Freezer). Hero Setup: Begin the game with The Freezer card set to the side of your Hero Board.",All Forms,,,,,,
Iceman,Character Die,Die Symbol,Ice,,,,1; 2; 3,Ice.,All Forms,,,,,,
Iceman,Character Die,Die Symbol,Slide,,,,4; 5,Slide.,All Forms,,,,,,
Iceman,Character Die,Die Symbol,Frost,,,,6,Frost.,All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Frostbite,[ice] ×3 / [ice] ×4 / [ice] ×5,,,,"[ice] ×3: Deal 5 dmg. [ice] ×4: Deal 6 dmg. [ice] ×5: Deal 7 dmg. On 4-of-a-kind (#'s), Store 1 Ice Shard in The Freezer. Then, you may transfer any tokens stored in The Freezer to your Hero Board.",All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Ice to Meet You,[slide] ×4,,,,"Gain Ice Shard. Inflict Dice Cube. Roll 5 [dice]: Deal 1 × [ice] undefendable dmg. Store 1 × [slide] Ice Shard in The Freezer. For each [frost], gain Glide or draw 1 card.",All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Everybody Chill,[ice] + [frost] ×3,,,,Gain Ice Shard. Then deal 5 dmg. Choose one: add 1 dmg per Ice Shard; or gain 2 Ice Shard and draw 1 card.,All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Cold Treat,[ice] ×2 + [slide] ×3,,,,Gain 1 CP. Store 1 Ice Shard in The Freezer. Deal 7 dmg.,All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Thawsome,Small Straight,,,,Store 2 Ice Shard in The Freezer. Inflict Dice Cube. Deal 6 dmg.,All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Hail the King,[frost] ×4,,,,"Gain 3 Ice Shard. Inflict Dice Cube. Deal 5 undefendable dmg. Additionally, deal 2 collateral dmg to all opponents.",All Forms,,,,,,
Iceman,Hero Board Ability,Offensive Ability,Hoarfrost,Large Straight,,,,"Store 3 Ice Shard in The Freezer. Then, you may transfer any tokens stored in The Freezer to your Hero Board. Deal 8 dmg.",All Forms,,,,,,
Iceman,Hero Board Ability,Defensive Ability,Rime,Defense Roll 3 [dice],,,,"On [ice], deal 1 dmg. On [slide], prevent 2 dmg. On [frost], deal 2 dmg. On 2-of-a-kind (#'s), Store 1 Ice Shard in The Freezer.",All Forms,,,,,,
Iceman,Hero Board Ability,Ultimate Ability,Ice Storm!,[frost] ×5,,,,"Store 5 Ice Shard in The Freezer. Inflict 2 Dice Cube. Then deal 13 dmg. Ultimate: Dice may be altered to prevent an Ultimate. Otherwise, no action of any kind may be performed by any opponent until the ability fully completes.",All Forms,,,,,,
Iceman,Unique Card,Roll Phase Action (Attack Modifier),I Only Have Ice for You!,,,2,,Add 1 dmg per Ice Shard.,All Forms,,,,,,
Iceman,Unique Card,Main Phase Action,Gliding on Thin Ice!,,,2,,"Roll 1 [die]: On [ice], Store 3 Ice Shard in The Freezer. On [slide], Store 4 Ice Shard in The Freezer. On [frost], Store 5 Ice Shard in The Freezer.",All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,Cold Treat II / Frosting,Cold Treat II: [ice] ×2 + [slide] ×3; Frosting: [ice] ×2 + [slide] ×2,,2,,COLD TREAT II — Gain 1 CP. Store 2 Ice Shard in The Freezer. Deal 8 dmg. FROSTING — Gain 2 Ice Shard. Inflict 2 Dice Cube.,All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,Everybody Chill II / Subzero,Everybody Chill II: [ice] + [frost] ×3; Subzero: [ice] ×2 + [frost] ×2,,2,,EVERYBODY CHILL II — Gain 2 Ice Shard. Then deal 5 dmg. Choose one: add 1 dmg per Ice Shard; or gain 2 Ice Shard and draw 1 card. SUBZERO — Deal 5 undefendable dmg.,All Forms,,,,,,
Iceman,Unique Card,Main Phase Action,Froze and Cons!,,,0,,"Remove one Ice Shard from The Freezer. Then roll 1 [die]: On [ice], inflict 2 Dice Cube on a chosen opponent. On [slide], gain 3 CP. On [frost], draw 2 cards.",All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,Thawsome II,Small Straight,,1,,Store 2 Ice Shard in The Freezer. Inflict Dice Cube. Deal 7 dmg.,All Forms,,,,,,
Iceman,Unique Card,Main Phase Action,Freeze the Day!,,,1,,Remove Ice Shard to deal 3 dmg to an opponent.,All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,"Hoarfrost II / Icy Come, Icy Go","Hoarfrost II: Large Straight; Icy Come, Icy Go: [slide] ×5",,2,,"HOARFROST II — Store 3 Ice Shard in The Freezer. Then, you may transfer any tokens stored in The Freezer to your Hero Board. Deal 10 dmg. ICY COME, ICY GO — Gain Glide. Inflict 2 Dice Cube. Deal 5 undefendable dmg.",All Forms,,,,,,
Iceman,Unique Card,Instant Action,Ice Cool!,,,1,,You may transfer any tokens stored in The Freezer to your Hero Board.,All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,Rime II,Defense Roll 4 [dice],,2,,"On [ice], deal 1 dmg. On [slide], prevent 2 dmg. On [frost], deal 2 dmg. On 2-of-a-kind (#'s), Store 2 Ice Shard in The Freezer.",All Forms,,,,,,
Iceman,Unique Card,Instant Action,Ice Sight!,,,1,,Gain 2 Ice Shard.,All Forms,,,,,,
Iceman,Unique Card,Main Phase Action,"I Thaw, I Conquered!",,,0,,"Roll 1 [die]: On [frost], gain Glide. On any other outcome, draw 1 card.",All Forms,,,,,,
Iceman,Unique Card,Instant Action,Winter Punderland!,,,3,,Gain Glide.,All Forms,,,,,,
Iceman,Unique Card,Main Phase Action,Skiing Is Believing!,,,1,,Roll 1 [die]: Gain half the value as Ice Shard (rounded up).,All Forms,,,,,,
Iceman,Unique Card,Hero Upgrade,Hail the King II / Snow Cone,Hail the King II: [frost] ×4; Snow Cone: [frost] ×3,,2,,"HAIL THE KING II — Gain 3 Ice Shard. Inflict Dice Cube. Deal 7 undefendable dmg. Additionally, deal 2 collateral dmg to all opponents. SNOW CONE — Store 8 Ice Shard in The Freezer.",All Forms,,,,,,
Cyclops,Status Effect,Positive Status Effect,Battle Plan,,4,,,"A player with these tokens may spend them to activate each effect once per turn: 1 token: Examine a chosen opponent's hand. 3 tokens: Look at the top three cards of your deck. If any of them are Leadership Cards, you may reveal one of them to your opponent and add it to your hand. Each remaining card may be discarded or put back in any order. 3 tokens: Inflict Focus Fire on a chosen opponent.",All Forms,,,,,,
Cyclops,Status Effect,Positive Status Effect,Support,,3,,,Spend these tokens for a variety of effects: 1 token: A chosen player gains 1 CP. 1 token: A chosen player may re-roll 1 of their dice at any time. 3 tokens: A chosen player may draw 1 card.,All Forms,,,,,,
